ID,Country,State,Municipality,Study_location,Latitude,Longitude,Precision,Reserve_Area,Altitude,Altitude1km,Annual_mean_temperature,Annual_rainfall,Olsong200r,Olsoneconame,ribeirovegtype,BSRs,uc,protectedtype,Year_start,Year_finish,Duration,Nights,hours_per_night,number_of_mistnets,effort_straube_bianconi,Method,References,Voucher_Specimens,Anoura_caudifer,Anoura_geoffroyi,Artibeus_cinereus,Artibeus_fimbriatus,Artibeus_gnomus,Artibeus_lituratus,Artibeus_obscurus,Artibeus_planirostris,Artibeus_sp,Carollia_brevicauda,Carollia_perspicillata,Carollia_sp,Centronycteris_maximiliani,Chiroderma_doriae,Chiroderma_villosum,Chrotopterus_auritus,Cynomops_abrasus,Cynomops_planirostris,Desmodus_rotundus,Diaemus_youngii,Diphylla_ecaudata,Dryadonycteris_capixaba,Eptesicus_brasiliensis,Eptesicus_diminutus,Eptesicus_furinalis,Eptesicus_taddeii,Eumops_auripendulus,Eumops_glaucinus,Eumops_patagonicus,Eumops_perotis,Furipterus_horrens,Glossophaga_soricina,Glyphonycteris_daviesi,Glyphonycteris_sylvestris,Histiotus_montanus,Histiotus_velatus,Lampronycteris_brachyotis,Lasiurus_blossevillii,Lasiurus_cinereus,Lasiurus_ega,Lichonycteris_degener,Lonchophylla_bokermanni,Lonchophylla_mordax,Lonchophylla_peracchii,Lonchophylla_sp,Lonchorhina_aurita,Lophostoma_brasiliense,Lophostoma_silvicolum,Macrophyllum_macrophyllum,Micronycteris_hirsuta,Micronycteris_megalotis,Micronycteris_microtis,Micronycteris_minuta,Micronycteris_schmidtorum,Micronycteris_sp,Mimon_bennettii,Mimon_crenulatum,Molossops_neglectus,Molossops_temminckii,Molossus_molossus,Molossus_rufus,Molossus_sp,Myotis_albescens,Myotis_dinellii,Myotis_izecksohni,Myotis_lavali,Myotis_levis,Myotis_nigricans,Myotis_riparius,Myotis_ruber,Natalus_macrourus,Noctilio_albiventris,Noctilio_leporinus,Nyctinomops_laticaudatus,Nyctinomops_macrotis,Peropteryx_cf_kappleri,Peropteryx_leucoptera,Peropteryx_macrotis,Phylloderma_stenops,Phyllostomus_discolor,Phyllostomus_elongatus,Phyllostomus_hastatus,Platyrrhinus_incarum,Platyrrhinus_lineatus,Platyrrhinus_recifinus,Promops_nasutus,Pygoderma_bilabiatum,Rhinophylla_pumilio,Rhogeessa_io,Rhynchonycteris_naso,Saccopteryx_bilineata,Saccopteryx_leptura,Sturnira_lilium,Sturnira_tildae,Tadarida_brasiliensis,Thyroptera_tricolor,Tonatia_bidens,Tonatia_saurophila,Trachops_cirrhosus,Trinycteris_nicefori,Uroderma_bilobatum,Uroderma_magnirostrum,Vampyressa_pusilla,Vampyrodes_caraccioli,Count,BioClim1,BioClim2,BioClim3,BioClim4,BioClim5,BioClim6,BioClim7,BioClim8,BioClim9,BioClim10,BioClim11,BioClim12,BioClim13,BioClim14,BioClim15,BioClim16,BioClim17,BioClim18,BioClim19
bat1143,Brazil,PARANA,TUNAS_DO_PARANA,Campinhos_State_Park,-24.97389,-49.08583,Not_Precise,37,NA,888,17.7,1511,Atlantic_Forests,Araucaria_moist_forests,NA,Serra_do_Mar,1,Park,2007,NA,24_nights,24,12,10,83099,mist_nets,"Arnone,_I._S.,_and_F._C._Passos._2007._Estrutura_de_comunidade_da_quiropterofauna_(Mammalia,_Chiroptera)_do_Parque_Estadual_de_Campinhos,_Paraná,_Brasil._Revista_Brasileira_de_Zoologia_24:573–581.",Not_located,23,5,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,274,0,6,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,17.46017,10.09633,55.94156,294.3451,25.912,7.864,18.048,20.84933,13.85267,20.864,13.83933,1539,209,69,33.79568,555,239,541,263
bat1144,Brazil,SANTA_CATARINA,PEDRAS_GRANDES,Forest_fragment,-28.48361,-49.25528,Precise,7,4,285,18.7,1470,Atlantic_Forests,Serra_do_Mar_coastal_forests,Dense_Ombrophilous_Forest,Serra_do_Mar,0,NA,2005,NA,39_nights,39,6,5,26910,mist_nets,"Carvalho,_F.,_M._E._Fabián,_and_J._O._Menegheti._2013._Vertical_structure_of_an_assemblage_of_bats_(Mammalia:_Chiroptera)_in_a_fragment_of_Atlantic_Forest_in_Southern_Brazil._Zoologia_30:491–498.",Not_located,10,6,0,2,0,68,5,0,0,0,29,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,13,18.36283,10.23633,53.082,313.9223,27.748,8.464,19.284,22.24933,15.072,22.24933,14.546,1465,181,82,26.67413,507,262,507,277
bat1145,Brazil,SANTA_CATARINA,PEDRAS_GRANDES,Forest_fragment,-28.48361,-49.25528,Precise,7,4,285,18.7,1470,Atlantic_Forests,Serra_do_Mar_coastal_forests,Dense_Ombrophilous_Forest,Serra_do_Mar,0,NA,2009,NA,35_nights,35,6,5,26460,mist_nets,"Carvalho,_F.,_M._E._Fabián,_and_J._O._Menegheti._2013._Vertical_structure_of_an_assemblage_of_bats_(Mammalia:_Chiroptera)_in_a_fragment_of_Atlantic_Forest_in_Southern_Brazil._Zoologia_30:491–498.",Not_located,6,20,0,14,0,27,7,0,0,0,8,0,0,0,0,1,0,0,3,0,0,0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,18,18.36283,10.23633,53.082,313.9223,27.748,8.464,19.284,22.24933,15.072,22.24933,14.546,1465,181,82,26.67413,507,262,507,277
bat1146,Brazil,SANTA_CATARINA,PEDRAS_GRANDES,Forest_fragment,-28.48361,-49.25528,Precise,7,4,285,18.7,1470,Atlantic_Forests,Serra_do_Mar_coastal_forests,Dense_Ombrophilous_Forest,Serra_do_Mar,0,NA,2009,NA,35_nights,35,6,5,26460,mist_nets,"Carvalho,_F.,_M._E._Fabián,_and_J._O._Menegheti._2013._Vertical_structure_of_an_assemblage_of_bats_(Mammalia:_Chiroptera)_in_a_fragment_of_Atlantic_Forest_in_Southern_Brazil._Zoologia_30:491–498.",Not_located,5,16,0,18,0,37,10,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,1,10,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,22,18.36283,10.23633,53.082,313.9223,27.748,8.464,19.284,22.24933,15.072,22.24933,14.546,1465,181,82,26.67413,507,262,507,277
bat1147,Brazil,RIO_DE_JANEIRO,CACHOEIRAS_DE_MACACU,The_Reserva_Ecologica_de_Guapiacu_REGUA_,-22.43139,-42.75556,Precise,5500,NA,51,23.1,1361,Atlantic_Forests,Serra_do_Mar_coastal_forests,Dense_Ombrophilous_Forest,Serra_do_Mar,1,Unknown_Protected,2011,NA,36_nights,36,12,10,116640,mist_nets,"de_França_Souza,_R.,_R._L._Morim_Novaes,_A._C._Siqueira,_C._Sauwen,_G._Jacob,_C._E._Lopes_Santos,_S._Felix,_E._Ribeiro,_C._Sant’Anna,_D._Vrcibradic,_L._Dos_Santos_Avilla,_I._Sbragia,_and_R._T._Santori._2015._Morcegos_(Mammalia,_Chiroptera)_em_remanescente_de_Floresta_Atlantica,_Rio_de_Janeiro,_sudeste_do_Brasil._Neotropical_Biology_and_Conservation_10:9–14.",Not_located,7,7,2,147,0,188,59,0,0,0,440,0,0,0,3,2,0,0,59,1,1,0,0,1,2,0,0,1,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,35,8,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,45,0,0,0,0,0,0,0,150,6,0,0,2,0,1,0,0,0,4,5,31,22.1875,10.145,59.12005,229.5964,30.504,13.344,17.16,24.81733,19.346,25.046,19.346,1305,199,26,63.22763,584,92,570,92
bat1148,Brazil,PERNAMBUCO,MORENO,Santa_Beatriz_do_Carnijo_Private_Natural_Heritage_Reserve_,-8.11861,-35.09222,Precise,25,NA,80,24.7,1283,Atlantic_Forests,Pernambuco_coastal_forests,Dense_Ombrophilous_Forest,Pernambuco,1,Unknown_Protected,2006,NA,43_nights,43,6,4,27864,mist_nets,"Angelo,_F.,_M._Soares,_C._Eduardo,_B._Pinto,_M._Regina,_and_D._M._Daher._2017._Bats_(Mammalia:_Chiroptera)_from_a_remnant_of_Atlantic_Forest_in_Pernambuco_,_northeastern_Brazil._Revista_Brasileira_de_Zoociencias_18:53–66.",Not_located,0,0,25,0,0,70,10,28,0,0,257,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,54,0,6,0,24,0,0,0,0,0,5,0,0,6,0,0,0,0,0,6,0,0,0,0,0,20,24.36733,7.811333,71.84818,111.0722,29.796,18.924,10.872,23.42733,24.824,25.554,22.89333,1102,187,19,64.47972,500,74,239,441
bat1149,Brazil,MINAS_GERAIS,ITAMONTE,Itatiaia_National_Park,-22.37528,-44.74417,Not_Precise,30000,5,2043,12.3,2186,Atlantic_Forests,Campos_Rupestres_montane_savanna,Dense_Ombrophilous_Forest,Interior_Forests,1,Park,2009,NA,8_nights,8,6,NA,12135,mist_nets,"Martins,_M._A.,_W._D._De_Carvalho,_D._Dias,_D._D._S._França,_M._B._De_Oliveira,_and_A._L._Peracchi._2015._Bat_Species_Richness_(Mammalia,_Chiroptera)_Along_an_Elevational_Gradient_in_the_Atlantic_Forest_of_Southeastern_Brazil._Acta_Chiropterologica_17:401–409.",Not_located,20,1,0,5,0,19,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,58,0,0,0,1,0,0,0,0,0,0,0,15,15.02583,12.16233,59.83045,249.3044,24.036,3.708,20.328,17.85133,11.77867,17.85133,11.77867,1784,315,26,72.92698,885,99,885,99
bat1150,Brazil,MINAS_GERAIS,ITAMONTE,Itatiaia_National_Park,-22.37528,-44.74417,Not_Precise,30000,1,2043,12.3,2186,Atlantic_Forests,Campos_Rupestres_montane_savanna,Dense_Ombrophilous_Forest,Interior_Forests,1,Park,2009,NA,8_nights,8,6,NA,11025,mist_nets,"Martins,_M._A.,_W._D._De_Carvalho,_D._Dias,_D._D._S._França,_M._B._De_Oliveira,_and_A._L._Peracchi._2015._Bat_Species_Richness_(Mammalia,_Chiroptera)_Along_an_Elevational_Gradient_in_the_Atlantic_Forest_of_Southeastern_Brazil._Acta_Chiropterologica_17:401–409.",Not_located,11,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,10,15.02583,12.16233,59.83045,249.3044,24.036,3.708,20.328,17.85133,11.77867,17.85133,11.77867,1784,315,26,72.92698,885,99,885,99
bat1151,Brazil,MINAS_GERAIS,ITAMONTE,Itatiaia_National_Park,-22.37528,-44.74417,Not_Precise,30000,2,2043,12.3,2186,Atlantic_Forests,Campos_Rupestres_montane_savanna,Dense_Ombrophilous_Forest,Interior_Forests,1,Park,2009,NA,8_nights,8,6,NA,11160,mist_nets,"Martins,_M._A.,_W._D._De_Carvalho,_D._Dias,_D._D._S._França,_M._B._De_Oliveira,_and_A._L._Peracchi._2015._Bat_Species_Richness_(Mammalia,_Chiroptera)_Along_an_Elevational_Gradient_in_the_Atlantic_Forest_of_Southeastern_Brazil._Acta_Chiropterologica_17:401–409.",Not_located,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,4,0,0,0,0,0,0,0,0,0,6,15.02583,12.16233,59.83045,249.3044,24.036,3.708,20.328,17.85133,11.77867,17.85133,11.77867,1784,315,26,72.92698,885,99,885,99
bat1152,Brazil,MINAS_GERAIS,ITAMONTE,Itatiaia_National_Park,-22.37528,-44.74417,Not_Precise,30000,3,2043,12.3,2186,Atlantic_Forests,Campos_Rupestres_montane_savanna,Dense_Ombrophilous_Forest,Interior_Forests,1,Park,2009,NA,8_nights,8,6,NA,11130,mist_nets,"Martins,_M._A.,_W._D._De_Carvalho,_D._Dias,_D._D._S._França,_M._B._De_Oliveira,_and_A._L._Peracchi._2015._Bat_Species_Richness_(Mammalia,_Chiroptera)_Along_an_Elevational_Gradient_in_the_Atlantic_Forest_of_Southeastern_Brazil._Acta_Chiropterologica_17:401–409.",Not_located,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,15.02583,12.16233,59.83045,249.3044,24.036,3.708,20.328,17.85133,11.77867,17.85133,11.77867,1784,315,26,72.92698,885,99,885,99
bat1153,Brazil,SAO_PAULO,SAO_CARLOS,Riparian_Forest_near_to_Trilha_da_Natueza_and_ABASC_UFSCar,-21.97105,-47.884081,Precise,672,856,859,19.5,1442,Cerrado_Woodlands_and_Savannas,Cerrado,Savana,Interior_Forests,0,NA,2007,NA,15_nights,15,5,2,2625,mist_nets,"Muylaert,_R._L.,_R._C._Teixeira,_L._Hortenci,_J._R._Estevao,_P._K._Rogeri,_and_M._A._R._Mello._2014._Bats_(Mammalia:_Chiroptera)_in_a_cerrado_landscape_in_São_Carlos,_southeastern_Brazil._Check_List_10:287–291.",Not_located,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,6,19.69867,10.97733,63.07362,219.7932,27.032,9.628,17.404,21.88867,16.72,21.936,16.72,1418,245,27,69.36514,684,93,599,93
bat1154,Argentina,MISIONES,ARISTOBULO_DEL_VALLE,Reserva_Privada_de_Usos_Multiples_Valle_del_Cuna_Piru_in_Misiones,-27.124173,-54.950454,Not_Precise,6144,228,323,19.8,1622,Atlantic_Forests,Alto_Parana_Atlantic_forests,NA,NA,1,Private_Reserve,1996,2003,1996_to_2003,20,5,3,5400,mist_nets,"Cirignoli,_S.,_C._a_Galliari,_U._F._J._Pardiñas,_and_D._H._Podestá._2011._Mamíferos_De_La_Reserva_Valle_Del_Cuña_Pirú,_Misiones,_Argentina._Mastozoología_Neotropical_18:25–43.",Not_located,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,5,20.56033,11.66733,53.45123,372.0219,31.128,9.3,21.828,20.684,16.88533,24.88933,15.994,1592,168,106,14.59884,449,328,387,342
bat1156,Argentina,MISIONES,PUERTO_IGUAZU,Parque_Nacional_Iguazu,-25.679625,-54.454485,Not_Precise,67000,200,180,21.2,1711,Atlantic_Forests,Alto_Parana_Atlantic_forests,NA,NA,1,National_reserve,2006,2008,2006_to_2008,20,6,10,14400_to_28800,mist_nets,"Sánchez,_M._S.,_N._P._Giannini,_and_R._M._Barquez._2012._Bat_frugivory_in_two_subtropical_rain_forests_of_Northern_Argentina:_Testing_hypotheses_of_fruit_selection_in_the_Neotropics._Mammalian_Biology_77:22–31.",Not_located,0,0,0,141,0,418,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,0,4,0,6,20.7145,12.37433,55.95195,361.0284,31.376,9.26,22.116,22.91133,17.19267,24.93933,16.22,1751,201,108,17.20588,497,357,459,369
bat1157,Paraguay,CANINDEYU,VILLA_YGATMI,Region_within_and_adjacent_to_the_Reserva_Natural_del_Bosque_Mbaracayu,-24.122669,-55.447161,Not_Precise,6445,140_450,231,22.2,1631,Atlantic_Forests,Alto_Parana_Atlantic_forests,NA,NA,1,Private_Reserve,1997,NA,15_months,140,6_to_12,NA,534240,mist_nets,"Gorresen,_M.,_and_M._R._Willig._2004._Landscape_responses_of_bats_to_habitat_fragmentation_in_atlantic_forest_of_Paraguay._Journal_of_Mammalogy_85:668–697.",Not_located,0,0,0,193,0,5350,0,6,0,0,163,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,522,0,0,0,0,0,1401,0,0,0,0,0,0,0,0,0,0,0,11,22.38383,11.13433,56.45069,318.7214,31.496,11.772,19.724,24.414,18.41267,25.908,18.41267,1632,189,77,27.34681,550,268,495,268
bat1163,Brazil,RIO_DE_JANEIRO,RIO_DE_JANEIRO,Acude_da_Solidao,-22.961453,-43.411873,Not_Precise,NA,NA,13,23.3,1221,Atlantic_Forests,Serra_do_Mar_coastal_forests,Dense_Ombrophilous_Forest,Serra_do_Mar,1,Unknown_Protected,NA,NA,NA,NA,NA,NA,79240,mist_nets,"Database_on_bat_diversity_from_the_Bat_Diversity_Laboratory_LADIM_._Esbérard,_C._E._L._2009._Capture_sequence_and_relative_abundance_of_bats_during_surveys._Zoologia_(Curitiba,_Impresso)_26:103–108.","Coleção_Projeto_Morcegos_Urbanos,_RIOZOO,_(PMU),_Rio_de_Janeiro,_RJ,_Brazil,_and_Coleção_Adriano_Lúcio_Peracchi_(ALP),_Universidade_Federal_Rural_do_Rio_de_Janeiro,_Seropédica,_RJ,_Brazil",5,1,2,161,0,264,142,70,0,0,60,0,0,7,1,0,0,0,4,0,8,0,11,0,0,0,1,0,0,0,0,7,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,22,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0,88,0,0,0,9,1,0,0,0,0,11,0,30,23.5875,10.391,62.16201,204.5808,31.936,15.22,16.716,26.246,21.25733,26.246,21.25733,1245,164,47,44.18891,473,151,473,151
bat1164,Brazil,RIO_DE_JANEIRO,PATY_DO_ALFERES,Belvedere,-22.44,-43.42,Not_Precise,NA,NA,688,19.6,1645,Atlantic_Forests,Serra_do_Mar_coastal_forests,Dense_Ombrophilous_Forest,Serra_do_Mar,1,Unknown_Protected,NA,NA,NA,NA,NA,NA,11880,mist_nets,"Luz,_J._L.,_L._D._M._Costa,_and_C._E._L._Esbérard._2015._Variação_de_recursos_alimentares_e_abundância_de_morcegos_em_plantações_de_banana._Oecologia_Australis_19:244–260.","Coleção_Projeto_Morcegos_Urbanos,_RIOZOO,_(PMU),_Rio_de_Janeiro,_RJ,_Brazil,_and_Coleção_Adriano_Lúcio_Peracchi_(ALP),_Universidade_Federal_Rural_do_Rio_de_Janeiro,_Seropédica,_RJ,_Brazil",0,0,0,7,0,53,0,0,0,0,47,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19.42483,10.88633,60.74963,226.5995,27.8,9.88,17.92,22.05467,16.60667,22.20067,16.60667,1581,252,38,60.40996,707,134,654,134
bat1165,Brazil,RIO_DE_JANEIRO,MIGUEL_PEREIRA,Cacaria,-22.53,-43.51,Not_Precise,NA,NA,481,20.7,1646,Atlantic_Forests,Serra_do_Mar_coastal_forests,Dense_Ombrophilous_Forest,Serra_do_Mar,1,Unknown_Protected,NA,NA,NA,NA,NA,NA,18551,mist_nets,"Luz,_J._L.,_L._D._M._Costa,_and_C._E._L._Esbérard._2015._Variação_de_recursos_alimentares_e_abundância_de_morcegos_em_plantações_de_banana._Oecologia_Australis_19:244–260.","Coleção_Projeto_Morcegos_Urbanos,_RIOZOO,_(PMU),_Rio_de_Janeiro,_RJ,_Brazil,_and_Coleção_Adriano_Lúcio_Peracchi_(ALP),_Universidade_Federal_Rural_do_Rio_de_Janeiro,_Seropédica,_RJ,_Brazil",5,0,0,12,0,52,0,0,0,0,77,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,8,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,13,20.72233,10.79267,60.24038,229.4234,29.208,11.292,17.916,23.37933,17.87667,23.53667,17.87667,1685,261,43,58.3757,739,146,691,146
bat1166,Brazil,RIO_DE_JANEIRO,GUAPIMIRIM,Estacao_Ecologica_Estadual_Paraiso_corrected_and_updates_after_paper,-22.49218525,-42.94280218,Not_Precise,34,512,160,22.4,1570,Atlantic_Forests,Serra_do_Mar_coastal_forests,Dense_Ombrophilous_Forest,Serra_do_Mar,1,Ecological_Station,2007,NA,1_year,13,12,10_to_14,130237,mist_nets_and_active_search_in_roosts,"Esbérard,_C._E._L._2007._Influência_do_ciclo_lunar_na_captura_de_morcegos_Phyllostomidae._Iheringia._Série_Zoologia_97:81–85.","Coleção_Projeto_Morcegos_Urbanos,_RIOZOO,_(PMU),_Rio_de_Janeiro,_RJ,_Brazil,_and_Coleção_Adriano_Lúcio_Peracchi_(ALP),_Universidade_Federal_Rural_do_Rio_de_Janeiro,_Seropédica,_RJ,_Brazil",12,0,18,57,0,116,281,71,0,0,274,0,0,0,1,0,0,0,12,0,1,0,14,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,1,2,0,0,0,0,0,0,0,478,129,0,0,0,0,0,0,134,29,0,0,0,1,0,0,0,0,0,3,0,0,5,0,1,4,0,10,0,0,0,0,0,42,0,0,0,18,0,3,0,0,0,5,0,32,20.34767,10.01867,58.5476,229.7142,28.592,11.48,17.112,23.02533,17.53067,23.214,17.53067,1505,232,36,63.03823,676,116,661,116
bat1167,Brazil,MINAS_GERAIS,BOCAINA_DE_MINAS,Fazenda_Marimbondo,-22.22,-44.35,Not_Precise,NA,NA,1200,16.9,1629,Atlantic_Forests,Alto_Parana_Atlantic_forests,Semideciduous_Forest,Interior_Forests,1,Unknown_Protected,NA,NA,NA,NA,NA,NA,10135,mist_nets_and_active_search_in_roosts,Database_on_bat_diversity_from_the_Bat_Diversity_Laboratory_LADIM_ ,"Coleção_Adriano_Lúcio_Peracchi_(ALP),_Universidade_Federal_Rural_do_Rio_de_Janeiro,_Seropédica,_RJ,_Brazil",7,8,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,133,1,0,0,0,0,0,0,0,0,4,0,13,17.44817,12.09633,62.48106,237.5101,25.896,6.536,19.36,20.11,14.34133,20.11,14.34133,1562,285,22,75.90884,788,75,788,75
bat1168,Brazil,RIO_DE_JANEIRO,ANGRA_DOS_REIS,Ilha_da_Gipoia_corrected_and_updated_after_paper,-23.03452286,-44.37585661,Not_Precise,11,0,NA,NA,NA,NA,NA,NA,Serra_do_Mar,1,Unknown_Protected,2009,NA,NA,11,12,NA,96397,mist_nets_and_active_search_in_roosts,"Database_on_bat_diversity_from_the_Bat_Diversity_Laboratory_LADIM_._Esbérard,_C._E._L._2009._Capture_sequence_and_relative_abundance_of_bats_during_surveys._Zoologia_(Curitiba,_Impresso)_26:103–108.","Coleção_Projeto_Morcegos_Urbanos,_RIOZOO,_(PMU),_Rio_de_Janeiro,_RJ,_Brazil",34,9,0,167,0,643,179,136,0,0,343,0,0,4,1,3,0,0,42,1,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,7,0,13,0,0,1,0,4,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,39,29,0,0,0,59,0,0,0,0,1,0,0,0,125,0,57,51,0,1,0,0,0,0,5,136,0,0,1,0,0,0,0,0,0,15,0,31,22.52917,10.04167,60.12974,216.7682,30.6,13.9,16.7,25.03333,19.95,25.3,19.95,1846,267,61,49.47811,756,197,729,197
